10150|"SIMOB"|4|"Simons bistro"|"Vinbæltet 34"|"København"|?|"1734"|"Denmark"|2|01/17/1992|02/28/1992|01/24/1992|3.2160000E+01
10151|"FAMIA"|2|"Familia Arquibaldo"|"Rua Orós, 92"|"São Paulo"|"SP"|"05442-030"|"Brazil"|1|01/20/1992|02/17/1992|01/24/1992|8.2000000E-01
10152|"LEHMS"|2|"Lehmanns Marktstand"|"Magazinweg 7"|"Frankfurt a.M."|?|"60528"|"Germany"|1|01/21/1992|02/18/1992|01/24/1992|1.1120000E+01
10153|"VICTE"|7|"Victuailles en stock"|"2, rue du Commerce"|"Lyon"|?|"69004"|"France"|2|01/22/1992|02/19/1992|01/27/1992|2.5950000E+01
10154|"NORTS"|1|"North/South"|"South House 300 Queensbridge"|"London"|?|"SW7 1RZ"|"UK"|3|01/23/1992|02/20/1992|01/27/1992|2.1410000E+01
10155|"CHOPS"|4|"Chop-suey Chinese"|"Hauptstr. 31"|"Bern"|?|"3012"|"Switzerland"|2|01/27/1992|02/24/1992|02/28/1992|1.4677000E+02
10156|"RICSU"|4|"Richter Supermarkt"|"Starenweg 5"|"Genève"|?|"1204"|"Switzerland"|3|01/28/1992|02/25/1992|02/06/1992|6.7780000E+01
10157|"HILAA"|4|"HILARIÓN-Abastos"|"Carrera 22 con Ave. Carlos Soublette #8-35"|"San Cristóbal"|"Táchira"|"5022"|"Venezuela"|2|01/29/1992|02/26/1992|02/04/1992|1.0290000E+01
10158|"BERGS"|6|"Berglunds snabbköp"|"Berguvsvägen  8"|"Luleå"|?|"S-958 22"|"Sweden"|3|01/30/1992|02/27/1992|02/04/1992|1.9350000E+01
10159|"MAISD"|4|"Maison Dewey"|"Rue Joseph-Bens 532"|"Bruxelles"|?|"B-1180"|"Belgium"|1|01/31/1992|02/28/1992|02/04/1992|2.6330000E+01
10160|"GODOS"|7|"Godos Cocina Típica"|"C/ Romero, 33"|"Sevilla"|?|"41101"|"Spain"|3|02/04/1992|03/03/1992|02/11/1992|4.8100000E+00
10161|"KOENE"|3|"Königlich Essen"|"Maubelstr. 90"|"Brandenburg"|?|"14776"|"Germany"|1|02/05/1992|03/04/1992|02/14/1992|3.8740000E+01
10162|"CHOPS"|6|"Chop-suey Chinese"|"Hauptstr. 31"|"Bern"|?|"3012"|"Switzerland"|2|02/06/1992|03/05/1992|02/12/1992|1.3400000E+01
10163|"FRANK"|4|"Frankenversand"|"Berliner Platz 43"|"München"|?|"80805"|"Germany"|2|02/07/1992|03/06/1992|02/11/1992|1.1577000E+02
10164|"GROSR"|3|"GROSELLA-Restaurante"|"5ª Ave. Los Palos Grandes"|"Caracas"|"DF"|"1081"|"Venezuela"|3|02/10/1992|03/09/1992|02/20/1992|3.3300000E+00
10165|"LINOD"|4|"LINO-Delicateses"|"Ave. 5 de Mayo Porlamar"|"I. de Margarita"|"Nueva Esparta"|"4980"|"Venezuela"|1|02/12/1992|03/11/1992|02/14/1992|8.4400000E+01
10166|"ISLAT"|8|"Island Trading"|"Garden House Crowther Way"|"Hedge End"|"Lancashire"|"LA9 PX8"|"UK"|1|02/13/1992|03/12/1992|02/17/1992|5.4890000E+01
10167|"SAVEA"|3|"Save-a-lot Markets"|"187 Suffolk Ln."|"Boise"|"ID"|"83720"|"USA"|3|02/14/1992|03/13/1992|02/18/1992|2.1240000E+02
10168|"SAVEA"|6|"Save-a-lot Markets"|"187 Suffolk Ln."|"Boise"|"ID"|"83720"|"USA"|2|02/17/1992|03/16/1992|02/19/1992|1.1825000E+02
10169|"RATTC"|8|"Rattlesnake Canyon Grocery"|"2817 Milton Dr."|"Albuquerque"|"NM"|"87110"|"USA"|3|02/18/1992|03/17/1992|02/21/1992|1.1106000E+02
10170|"REGGC"|1|"Reggiani Caseifici"|"Strada Provinciale 124"|"Reggio Emilia"|?|"42100"|"Italy"|2|02/20/1992|03/19/1992|03/06/1992|1.0900000E+00
10171|"BERGS"|6|"Berglunds snabbköp"|"Berguvsvägen  8"|"Luleå"|?|"S-958 22"|"Sweden"|3|02/20/1992|03/19/1992|02/28/1992|1.9750000E+01
10172|"ISLAT"|1|"Island Trading"|"Garden House Crowther Way"|"Hedge End"|"Lancashire"|"LA9 PX8"|"UK"|1|02/21/1992|03/20/1992|02/25/1992|8.2100000E+00
10173|"FOLIG"|4|"Folies gourmandes"|"184, chaussée de Tournai"|"Lille"|?|"59000"|"France"|3|02/24/1992|03/23/1992|03/02/1992|3.7360000E+01
10174|"MEREP"|1|"Mère Paillarde"|"43 rue St. Laurent"|"Montréal"|"Québec"|"H1J 1C3"|"Canada"|1|02/25/1992|03/24/1992|03/09/1992|4.5440000E+01
10175|"SEVES"|8|"Seven Seas Imports"|"90 Wadhurst Rd."|"London"|?|"OX15 4NB"|"UK"|3|02/26/1992|03/25/1992|03/06/1992|1.3844000E+02
10176|"BOTTM"|7|"Bottom-Dollar Markets"|"23 Tsawassen Blvd."|"Tsawassen"|"BC"|"T2F 8M4"|"Canada"|2|02/27/1992|03/26/1992|03/06/1992|4.9000000E+00
10177|"LEHMS"|2|"Lehmanns Marktstand"|"Magazinweg 7"|"Frankfurt a.M."|?|"60528"|"Germany"|1|02/28/1992|04/10/1992|03/09/1992|3.0000000E+00
10178|"OTTIK"|2|"Ottilies Käseladen"|"Mehrheimerstr. 369"|"Köln"|?|"50739"|"Germany"|1|03/02/1992|03/16/1992|03/09/1992|6.1690000E+01
10179|"FISSA"|6|"FISSA Fabrica Inter. Salchichas S.A."|"C/ Moralzarzal, 86"|"Madrid"|?|"28034"|"Spain"|2|03/03/1992|03/31/1992|03/09/1992|3.1770000E+01
10180|"HANAR"|8|"Hanari Carnes"|"Rua do Paço, 67"|"Rio de Janeiro"|"RJ"|"05454-876"|"Brazil"|3|03/04/1992|04/01/1992|03/09/1992|1.8190000E+01
10181|"FURIB"|4|"Furia Bacalhau e Frutos do Mar"|"Jardim das rosas n. 32"|"Lisboa"|?|"1675"|"Portugal"|1|03/04/1992|04/01/1992|03/13/1992|1.2424000E+02
10182|"DUMON"|1|"Du monde entier"|"67, rue des Cinquante Otages"|"Nantes"|?|"44000"|"France"|1|03/05/1992|04/16/1992|03/09/1992|2.0060000E+01
10183|"BOTTM"|2|"Bottom-Dollar Markets"|"23 Tsawassen Blvd."|"Tsawassen"|"BC"|"T2F 8M4"|"Canada"|2|03/06/1992|04/03/1992|03/17/1992|1.6160000E+01
10184|"FISSA"|4|"FISSA Fabrica Inter. Salchichas S.A."|"C/ Moralzarzal, 86"|"Madrid"|?|"28034"|"Spain"|3|03/09/1992|04/06/1992|03/26/1992|3.1740000E+01
10185|"FAMIA"|3|"Familia Arquibaldo"|"Rua Orós, 92"|"São Paulo"|"SP"|"05442-030"|"Brazil"|1|03/10/1992|04/07/1992|04/10/1992|3.4450000E+01
10186|"GODOS"|4|"Godos Cocina Típica"|"C/ Romero, 33"|"Sevilla"|?|"41101"|"Spain"|1|03/11/1992|04/08/1992|03/13/1992|2.0200000E+01
10187|"VAFFE"|2|"Vaffeljernet"|"Smagsløget 45"|"Århus"|?|"8200"|"Denmark"|1|03/12/1992|04/09/1992|03/17/1992|5.2340000E+01
10188|"WARTH"|1|"Wartian Herkku"|"Torikatu 38"|"Oulu"|?|"90110"|"Finland"|3|03/13/1992|04/10/1992|03/19/1992|5.0000000E-01
10189|"HILAA"|2|"HILARIÓN-Abastos"|"Carrera 22 con Ave. Carlos Soublette #8-35"|"San Cristóbal"|"Táchira"|"5022"|"Venezuela"|2|03/16/1992|04/13/1992|03/20/1992|1.1260000E+01
10190|"BONAP"|8|"Bon app'"|"12, rue des Bouchers"|"Marseille"|?|"13008"|"France"|1|03/17/1992|04/14/1992|03/20/1992|1.0000000E+00
10191|"MAGAA"|4|"Magazzini Alimentari Riuniti"|"Via Ludovico il Moro 22"|"Bergamo"|?|"24100"|"Italy"|2|03/17/1992|04/14/1992|03/19/1992|1.7970000E+01
10192|"DRACD"|7|"Drachenblut Delikatessen"|"Walserweg 21"|"Aachen"|?|"52066"|"Germany"|2|03/18/1992|04/15/1992|04/03/1992|2.6690000E+01
10193|"SAVEA"|1|"Save-a-lot Markets"|"187 Suffolk Ln."|"Boise"|"ID"|"83720"|"USA"|2|03/19/1992|04/16/1992|04/07/1992|6.1300000E+00
10194|"PICCO"|2|"Piccolo und mehr"|"Geislweg 14"|"Salzburg"|?|"5020"|"Austria"|2|03/20/1992|04/03/1992|03/23/1992|3.7460000E+01
10195|"QUEDE"|4|"Que Delícia"|"Rua da Panificadora, 12"|"Rio de Janeiro"|"RJ"|"02389-673"|"Brazil"|3|03/23/1992|04/20/1992|03/27/1992|7.8360000E+01
10196|"LILAS"|2|"LILA-Supermercado"|"Carrera 52 con Ave. Bolívar #65-98 Llano Largo"|"Barquisimeto"|"Lara"|"3508"|"Venezuela"|1|03/24/1992|04/21/1992|04/22/1992|4.1106000E+02
10197|"LEHMS"|5|"Lehmanns Marktstand"|"Magazinweg 7"|"Frankfurt a.M."|?|"60528"|"Germany"|3|03/25/1992|04/22/1992|03/27/1992|3.6750000E+01
10198|"OCEAN"|7|"Océano Atlántico Ltda."|"Ing. Gustavo Moncada 8585 Piso 20-A"|"Buenos Aires"|?|"1010"|"Argentina"|2|03/26/1992|04/23/1992|03/30/1992|3.1140000E+01
10199|"SAVEA"|1|"Save-a-lot Markets"|"187 Suffolk Ln."|"Boise"|"ID"|"83720"|"USA"|3|03/27/1992|04/10/1992|03/30/1992|5.0190000E+01
10200|"BOLID"|8|"Bólido Comidas preparadas"|"C/ Araquil, 67"|"Madrid"|?|"28023"|"Spain"|3|03/30/1992|04/27/1992|04/29/1992|2.5080000E+01
10201|"SIMOB"|3|"Simons bistro"|"Vinbæltet 34"|"København"|?|"1734"|"Denmark"|3|03/30/1992|05/11/1992|04/02/1992|1.1700000E+01
10202|"FRANK"|4|"Frankenversand"|"Berliner Platz 43"|"München"|?|"80805"|"Germany"|3|03/31/1992|04/28/1992|04/17/1992|1.7307000E+02
10203|"DUMON"|8|"Du monde entier"|"67, rue des Cinquante Otages"|"Nantes"|?|"44000"|"France"|2|04/01/1992|05/13/1992|04/03/1992|3.8060000E+01
10204|"SUPRD"|4|"Suprêmes délices"|"Boulevard Tirou, 255"|"Charleroi"|?|"B-6000"|"Belgium"|1|04/02/1992|04/30/1992|04/06/1992|5.0000000E-02
10205|"HUNGO"|9|"Hungry Owl All-Night Grocers"|"8 Johnstown Road"|"Cork"|"Co. Cork"|?|"Ireland"|2|04/03/1992|05/01/1992|04/14/1992|1.6025000E+02
10206|"SAVEA"|8|"Save-a-lot Markets"|"187 Suffolk Ln."|"Boise"|"ID"|"83720"|"USA"|2|04/06/1992|05/04/1992|04/09/1992|4.0080000E+01
10207|"TOMSP"|3|"Toms Spezialitäten"|"Luisenstr. 48"|"Münster"|?|"44087"|"Germany"|2|04/07/1992|05/05/1992|04/16/1992|2.0820000E+01
10208|"RICSU"|8|"Richter Supermarkt"|"Starenweg 5"|"Genève"|?|"1204"|"Switzerland"|2|04/08/1992|05/06/1992|04/22/1992|2.6200000E+01
10209|"REGGC"|5|"Reggiani Caseifici"|"Strada Provinciale 124"|"Reggio Emilia"|?|"42100"|"Italy"|2|04/09/1992|05/07/1992|05/06/1992|1.7770000E+01
10210|"FOLKO"|1|"Folk och fä HB"|"Åkergatan 24"|"Bräcke"|?|"S-844 67"|"Sweden"|2|04/10/1992|05/08/1992|04/20/1992|9.4900000E+00
10211|"MAISD"|8|"Maison Dewey"|"Rue Joseph-Bens 532"|"Bruxelles"|?|"B-1180"|"Belgium"|3|04/10/1992|05/08/1992|04/15/1992|3.1350000E+01
10212|"BONAP"|2|"Bon app'"|"12, rue des Bouchers"|"Marseille"|?|"13008"|"France"|2|04/13/1992|05/11/1992|04/22/1992|9.9100000E+00
10213|"BERGS"|7|"Berglunds snabbköp"|"Berguvsvägen  8"|"Luleå"|?|"S-958 22"|"Sweden"|3|04/14/1992|05/12/1992|04/22/1992|3.7600000E+00
10214|"MEREP"|8|"Mère Paillarde"|"43 rue St. Laurent"|"Montréal"|"Québec"|"H1J 1C3"|"Canada"|2|04/15/1992|05/13/1992|04/17/1992|7.8770000E+01
10215|"WANDK"|8|"Die Wandernde Kuh"|"Adenauerallee 900"|"Stuttgart"|?|"70563"|"Germany"|1|04/16/1992|05/14/1992|05/11/1992|1.3220000E+01
10216|"RATTC"|8|"Rattlesnake Canyon Grocery"|"2817 Milton Dr."|"Albuquerque"|"NM"|"87110"|"USA"|3|04/17/1992|05/15/1992|04/23/1992|2.8830000E+01
10217|"MAISD"|1|"Maison Dewey"|"Rue Joseph-Bens 532"|"Bruxelles"|?|"B-1180"|"Belgium"|3|04/20/1992|06/01/1992|05/08/1992|6.2000000E-01
10218|"ANTON"|8|"Antonio Moreno Taquería"|"Mataderos  2312"|"México D.F."|?|"05023"|"Mexico"|1|04/21/1992|05/19/1992|05/25/1992|7.7550000E+01
10219|"SEVES"|3|"Seven Seas Imports"|"90 Wadhurst Rd."|"London"|?|"OX15 4NB"|"UK"|2|04/22/1992|06/03/1992|04/24/1992|7.2030000E+01
10220|"EASTC"|4|"Eastern Connection"|"35 King George"|"London"|?|"WX3 6FW"|"UK"|2|04/23/1992|05/21/1992|04/30/1992|3.3190000E+01
10221|"MAGAA"|3|"Magazzini Alimentari Riuniti"|"Via Ludovico il Moro 22"|"Bergamo"|?|"24100"|"Italy"|1|04/23/1992|05/21/1992|05/01/1992|8.0100000E+00
10222|"FRANK"|4|"Frankenversand"|"Berliner Platz 43"|"München"|?|"80805"|"Germany"|3|04/24/1992|05/22/1992|05/01/1992|1.3713000E+02
10223|"SPECD"|4|"Spécialités du monde"|"25, rue Lauriston"|"Paris"|?|"75016"|"France"|3|04/27/1992|05/25/1992|05/01/1992|1.6620000E+01
10224|"RICAR"|1|"Ricardo Adocicados"|"Av. Copacabana, 267"|"Rio de Janeiro"|"RJ"|"02389-890"|"Brazil"|2|04/28/1992|05/26/1992|05/07/1992|2.4580000E+01
10225|"SAVEA"|3|"Save-a-lot Markets"|"187 Suffolk Ln."|"Boise"|"ID"|"83720"|"USA"|3|04/29/1992|05/27/1992|05/04/1992|1.4773000E+02
10226|"SAVEA"|3|"Save-a-lot Markets"|"187 Suffolk Ln."|"Boise"|"ID"|"83720"|"USA"|3|04/30/1992|05/28/1992|05/11/1992|3.5875000E+02
10227|"TRADH"|6|"Tradição Hipermercados"|"Av. Inês de Castro, 414"|"São Paulo"|"SP"|"05634-030"|"Brazil"|2|05/01/1992|06/12/1992|06/04/1992|2.1500000E+00
10228|"CENTC"|2|"Centro comercial Moctezuma"|"Sierras de Granada 9993"|"México D.F."|?|"05022"|"Mexico"|2|05/04/1992|06/01/1992|05/07/1992|3.6160000E+01
10229|"LAZYK"|7|"Lazy K Kountry Store"|"12 Orchestra Terrace"|"Walla Walla"|"WA"|"99362"|"USA"|1|05/05/1992|06/02/1992|05/07/1992|8.8100000E+00
10230|"BOTTM"|2|"Bottom-Dollar Markets"|"23 Tsawassen Blvd."|"Tsawassen"|"BC"|"T2F 8M4"|"Canada"|2|05/06/1992|06/03/1992|05/14/1992|1.5114000E+02
10231|"BOTTM"|6|"Bottom-Dollar Markets"|"23 Tsawassen Blvd."|"Tsawassen"|"BC"|"T2F 8M4"|"Canada"|3|05/06/1992|06/03/1992|05/13/1992|2.1300000E+01
10232|"DRACD"|4|"Drachenblut Delikatessen"|"Walserweg 21"|"Aachen"|?|"52066"|"Germany"|2|05/07/1992|06/04/1992|05/12/1992|1.2480000E+01
10233|"BERGS"|1|"Berglunds snabbköp"|"Berguvsvägen  8"|"Luleå"|?|"S-958 22"|"Sweden"|3|05/08/1992|06/05/1992|05/15/1992|3.9470000E+01
10234|"GROSR"|4|"GROSELLA-Restaurante"|"5ª Ave. Los Palos Grandes"|"Caracas"|"DF"|"1081"|"Venezuela"|2|05/11/1992|06/08/1992|05/21/1992|3.0340000E+01
10235|"VICTE"|7|"Victuailles en stock"|"2, rue du Commerce"|"Lyon"|?|"69004"|"France"|1|05/12/1992|06/09/1992|05/20/1992|7.5800000E+00
10236|"SEVES"|6|"Seven Seas Imports"|"90 Wadhurst Rd."|"London"|?|"OX15 4NB"|"UK"|3|05/13/1992|06/10/1992|05/22/1992|5.4250000E+01
10237|"WANDK"|7|"Die Wandernde Kuh"|"Adenauerallee 900"|"Stuttgart"|?|"70563"|"Germany"|1|05/14/1992|05/28/1992|05/22/1992|4.7090000E+01
10238|"BSBEV"|1|"B's Beverages"|"Fauntleroy Circus"|"London"|?|"EC2 5NT"|"UK"|1|05/15/1992|06/12/1992|05/20/1992|7.2400000E+00
10239|"FRANS"|3|"Franchi S.p.A."|"Via Monte Bianco 34"|"Torino"|?|"10100"|"Italy"|1|05/18/1992|06/15/1992|05/21/1992|4.5170000E+01
10240|"BOTTM"|3|"Bottom-Dollar Markets"|"23 Tsawassen Blvd."|"Tsawassen"|"BC"|"T2F 8M4"|"Canada"|1|05/19/1992|06/16/1992|05/22/1992|1.5160000E+01
10241|"BOLID"|7|"Bólido Comidas preparadas"|"C/ Araquil, 67"|"Madrid"|?|"28023"|"Spain"|2|05/19/1992|06/16/1992|05/27/1992|8.9160000E+01
10242|"LILAS"|6|"LILA-Supermercado"|"Carrera 52 con Ave. Bolívar #65-98 Llano Largo"|"Barquisimeto"|"Lara"|"3508"|"Venezuela"|1|05/20/1992|06/17/1992|05/22/1992|5.5950000E+01
10243|"CONSH"|2|"Consolidated Holdings"|"Berkeley Gardens 12  Brewery"|"London"|?|"WX1 6LT"|"UK"|1|05/21/1992|06/18/1992|05/29/1992|1.1460000E+01
10244|"RICAR"|2|"Ricardo Adocicados"|"Av. Copacabana, 267"|"Rio de Janeiro"|"RJ"|"02389-890"|"Brazil"|2|05/22/1992|06/05/1992|05/28/1992|1.4780000E+01
10245|"HUNGO"|8|"Hungry Owl All-Night Grocers"|"8 Johnstown Road"|"Cork"|"Co. Cork"|?|"Ireland"|2|05/25/1992|06/22/1992|06/03/1992|4.6180000E+01
10246|"GOURL"|7|"Gourmet Lanchonetes"|"Av. Brasil, 442"|"Campinas"|"SP"|"04876-786"|"Brazil"|1|05/26/1992|06/23/1992|06/03/1992|1.3800000E+01
10247|"SAVEA"|4|"Save-a-lot Markets"|"187 Suffolk Ln."|"Boise"|"ID"|"83720"|"USA"|1|05/27/1992|06/24/1992|06/02/1992|1.0922000E+02
10248|"VINET"|5|"Vins et alcools Chevalier"|"59 rue de l'Abbaye"|"Reims"|?|"51100"|"France"|3|05/28/1992|06/25/1992|06/09/1992|3.2380000E+01
10249|"TOMSP"|6|"Toms Spezialitäten"|"Luisenstr. 48"|"Münster"|?|"44087"|"Germany"|1|05/29/1992|07/10/1992|06/03/1992|1.1610000E+01
10250|"HANAR"|4|"Hanari Carnes"|"Rua do Paço, 67"|"Rio de Janeiro"|"RJ"|"05454-876"|"Brazil"|2|06/01/1992|06/29/1992|06/05/1992|6.5830000E+01
10251|"VICTE"|3|"Victuailles en stock"|"2, rue du Commerce"|"Lyon"|?|"69004"|"France"|1|06/01/1992|06/29/1992|06/08/1992|4.1340000E+01
10252|"SUPRD"|4|"Suprêmes délices"|"Boulevard Tirou, 255"|"Charleroi"|?|"B-6000"|"Belgium"|2|06/02/1992|06/30/1992|06/04/1992|5.1300000E+01
10253|"HANAR"|3|"Hanari Carnes"|"Rua do Paço, 67"|"Rio de Janeiro"|"RJ"|"05454-876"|"Brazil"|2|06/03/1992|06/17/1992|06/09/1992|5.8170000E+01
10254|"CHOPS"|5|"Chop-suey Chinese"|"Hauptstr. 31"|"Bern"|?|"3012"|"Switzerland"|2|06/04/1992|07/02/1992|06/16/1992|2.2980000E+01
10255|"RICSU"|9|"Richter Supermarkt"|"Starenweg 5"|"Genève"|?|"1204"|"Switzerland"|3|06/05/1992|07/03/1992|06/08/1992|1.4833000E+02
10256|"WELLI"|3|"Wellington Importadora"|"Rua do Mercado, 12"|"Resende"|"SP"|"08737-363"|"Brazil"|2|06/08/1992|07/06/1992|06/10/1992|1.3970000E+01
10257|"HILAA"|4|"HILARIÓN-Abastos"|"Carrera 22 con Ave. Carlos Soublette #8-35"|"San Cristóbal"|"Táchira"|"5022"|"Venezuela"|3|06/09/1992|07/07/1992|06/15/1992|8.1910000E+01
10258|"ERNSH"|1|"Ernst Handel"|"Kirchgasse 6"|"Graz"|?|"8010"|"Austria"|1|06/10/1992|07/08/1992|06/16/1992|1.4051000E+02
10259|"CENTC"|4|"Centro comercial Moctezuma"|"Sierras de Granada 9993"|"México D.F."|?|"05022"|"Mexico"|3|06/11/1992|07/09/1992|06/18/1992|3.2500000E+00
10260|"OTTIK"|4|"Ottilies Käseladen"|"Mehrheimerstr. 369"|"Köln"|?|"50739"|"Germany"|1|06/12/1992|07/10/1992|06/22/1992|5.5090000E+01
10261|"QUEDE"|4|"Que Delícia"|"Rua da Panificadora, 12"|"Rio de Janeiro"|"RJ"|"02389-673"|"Brazil"|2|06/12/1992|07/10/1992|06/23/1992|3.0500000E+00
10262|"RATTC"|8|"Rattlesnake Canyon Grocery"|"2817 Milton Dr."|"Albuquerque"|"NM"|"87110"|"USA"|3|06/15/1992|07/13/1992|06/18/1992|4.8290000E+01
10263|"ERNSH"|9|"Ernst Handel"|"Kirchgasse 6"|"Graz"|?|"8010"|"Austria"|3|06/16/1992|07/14/1992|06/24/1992|1.4606000E+02
10264|"FOLKO"|6|"Folk och fä HB"|"Åkergatan 24"|"Bräcke"|?|"S-844 67"|"Sweden"|3|06/17/1992|07/15/1992|07/17/1992|3.6700000E+00
10265|"BLONP"|2|"Blondel père et fils"|"24, place Kléber"|"Strasbourg"|?|"67000"|"France"|1|06/18/1992|07/16/1992|07/06/1992|5.5280000E+01
10266|"WARTH"|3|"Wartian Herkku"|"Torikatu 38"|"Oulu"|?|"90110"|"Finland"|3|06/19/1992|07/31/1992|06/24/1992|2.5730000E+01
10267|"FRANK"|4|"Frankenversand"|"Berliner Platz 43"|"München"|?|"80805"|"Germany"|1|06/22/1992|07/20/1992|06/30/1992|2.0858000E+02
10268|"GROSR"|8|"GROSELLA-Restaurante"|"5ª Ave. Los Palos Grandes"|"Caracas"|"DF"|"1081"|"Venezuela"|3|06/23/1992|07/21/1992|06/26/1992|6.6290000E+01
10269|"WHITC"|5|"White Clover Markets"|"1029 - 12th Ave. S."|"Seattle"|"WA"|"98124"|"USA"|1|06/24/1992|07/08/1992|07/03/1992|4.5600000E+00
10270|"WARTH"|1|"Wartian Herkku"|"Torikatu 38"|"Oulu"|?|"90110"|"Finland"|1|06/25/1992|07/23/1992|06/26/1992|1.3654000E+02
10271|"SPLIR"|6|"Split Rail Beer & Ale"|"P.O. Box 555"|"Lander"|"WY"|"82520"|"USA"|2|06/25/1992|07/23/1992|07/24/1992|4.5400000E+00
10272|"RATTC"|6|"Rattlesnake Canyon Grocery"|"2817 Milton Dr."|"Albuquerque"|"NM"|"87110"|"USA"|2|06/26/1992|07/24/1992|06/30/1992|9.8030000E+01
10273|"QUICK"|3|"QUICK-Stop"|"Taucherstraße 10"|"Cunewalde"|?|"01307"|"Germany"|3|06/29/1992|07/27/1992|07/06/1992|7.6070000E+01
10274|"VINET"|6|"Vins et alcools Chevalier"|"59 rue de l'Abbaye"|"Reims"|?|"51100"|"France"|1|06/30/1992|07/28/1992|07/10/1992|6.0100000E+00
10275|"MAGAA"|1|"Magazzini Alimentari Riuniti"|"Via Ludovico il Moro 22"|"Bergamo"|?|"24100"|"Italy"|1|07/01/1992|07/29/1992|07/03/1992|2.6930000E+01
10276|"TORTU"|8|"Tortuga Restaurante"|"Avda. Azteca 123"|"México D.F."|?|"05033"|"Mexico"|3|07/02/1992|07/16/1992|07/08/1992|1.3840000E+01
10277|"MORGK"|2|"Morgenstern Gesundkost"|"Heerstr. 22"|"Leipzig"|?|"04179"|"Germany"|3|07/03/1992|07/31/1992|07/07/1992|1.2577000E+02
10278|"BERGS"|8|"Berglunds snabbköp"|"Berguvsvägen  8"|"Luleå"|?|"S-958 22"|"Sweden"|2|07/06/1992|08/03/1992|07/10/1992|9.2690000E+01
10279|"LEHMS"|8|"Lehmanns Marktstand"|"Magazinweg 7"|"Frankfurt a.M."|?|"60528"|"Germany"|2|07/07/1992|08/04/1992|07/10/1992|2.5830000E+01
10280|"BERGS"|2|"Berglunds snabbköp"|"Berguvsvägen  8"|"Luleå"|?|"S-958 22"|"Sweden"|1|07/08/1992|08/05/1992|08/06/1992|8.9800000E+00
10281|"ROMEY"|4|"Romero y tomillo"|"Gran Vía, 1"|"Madrid"|?|"28001"|"Spain"|1|07/08/1992|07/22/1992|07/15/1992|2.9400000E+00
10282|"ROMEY"|4|"Romero y tomillo"|"Gran Vía, 1"|"Madrid"|?|"28001"|"Spain"|1|07/09/1992|08/06/1992|07/15/1992|1.2690000E+01
10283|"LILAS"|3|"LILA-Supermercado"|"Carrera 52 con Ave. Bolívar #65-98 Llano Largo"|"Barquisimeto"|"Lara"|"3508"|"Venezuela"|3|07/10/1992|08/07/1992|07/17/1992|8.4810000E+01
10284|"LEHMS"|4|"Lehmanns Marktstand"|"Magazinweg 7"|"Frankfurt a.M."|?|"60528"|"Germany"|1|07/13/1992|08/10/1992|07/21/1992|7.6560000E+01
10285|"QUICK"|1|"QUICK-Stop"|"Taucherstraße 10"|"Cunewalde"|?|"01307"|"Germany"|2|07/14/1992|08/11/1992|07/20/1992|7.6830000E+01
10286|"QUICK"|8|"QUICK-Stop"|"Taucherstraße 10"|"Cunewalde"|?|"01307"|"Germany"|3|07/15/1992|08/12/1992|07/24/1992|2.2924000E+02
10287|"RICAR"|8|"Ricardo Adocicados"|"Av. Copacabana, 267"|"Rio de Janeiro"|"RJ"|"02389-890"|"Brazil"|3|07/16/1992|08/13/1992|07/22/1992|1.2760000E+01
10288|"REGGC"|4|"Reggiani Caseifici"|"Strada Provinciale 124"|"Reggio Emilia"|?|"42100"|"Italy"|1|07/17/1992|08/14/1992|07/28/1992|7.4500000E+00
10289|"BSBEV"|7|"B's Beverages"|"Fauntleroy Circus"|"London"|?|"EC2 5NT"|"UK"|3|07/20/1992|08/17/1992|07/22/1992|2.2770000E+01
10290|"COMMI"|8|"Comércio Mineiro"|"Av. dos Lusíadas, 23"|"São Paulo"|"SP"|"05432-043"|"Brazil"|1|07/21/1992|08/18/1992|07/28/1992|7.9700000E+01
10291|"QUEDE"|6|"Que Delícia"|"Rua da Panificadora, 12"|"Rio de Janeiro"|"RJ"|"02389-673"|"Brazil"|2|07/21/1992|08/18/1992|07/29/1992|6.4000000E+00
10292|"TRADH"|1|"Tradição Hipermercados"|"Av. Inês de Castro, 414"|"São Paulo"|"SP"|"05634-030"|"Brazil"|2|07/22/1992|08/19/1992|07/27/1992|1.3500000E+00
10293|"TORTU"|1|"Tortuga Restaurante"|"Avda. Azteca 123"|"México D.F."|?|"05033"|"Mexico"|3|07/23/1992|08/20/1992|08/05/1992|2.1180000E+01
10294|"RATTC"|4|"Rattlesnake Canyon Grocery"|"2817 Milton Dr."|"Albuquerque"|"NM"|"87110"|"USA"|2|07/24/1992|08/21/1992|07/30/1992|1.4726000E+02
10295|"VINET"|2|"Vins et alcools Chevalier"|"59 rue de l'Abbaye"|"Reims"|?|"51100"|"France"|2|07/27/1992|08/24/1992|08/04/1992|1.1500000E+00
10296|"LILAS"|6|"LILA-Supermercado"|"Carrera 52 con Ave. Bolívar #65-98 Llano Largo"|"Barquisimeto"|"Lara"|"3508"|"Venezuela"|1|07/28/1992|08/25/1992|08/05/1992|1.2000000E-01
10297|"BLONP"|5|"Blondel père et fils"|"24, place Kléber"|"Strasbourg"|?|"67000"|"France"|2|07/29/1992|09/09/1992|08/04/1992|5.7400000E+00
